요양기관명,총 의사 수,의과일반의 인원수,의과인턴 인원수,의과레지던트 인원수,의과전문의 인원수,치과일반의 인원수,치과인턴 인원수,치과레지던트 인원수,치과전문의 인원수,한방일반의 인원수,한방인턴 인원수,한방레지던트 인원수,한방전문의 인원수,조산사 인원수
창원파티마병원,99,0,0,0,97,0,0,0,2,0,0,0,0,0
창원한마음병원,104,0,0,0,101,1,0,0,2,0,0,0,0,0
첨단종합병원,46,0,0,0,45,1,0,0,0,0,0,0,0,0
청주성모병원,69,0,0,1,66,0,0,0,1,0,0,0,0,1
추병원,35,0,2,2,30,0,0,0,1,0,0,0,0,0
충청남도 공주의료원,28,1,0,0,24,2,0,0,0,1,0,0,0,0
충청남도 서산의료원,34,1,0,0,32,1,0,0,0,0,0,0,0,0
충청남도 천안의료원,28,0,0,0,26,1,0,0,1,0,0,0,0,0
충청남도 홍성의료원,53,0,0,0,51,1,0,0,1,0,0,0,0,0
충청북도 청주의료원,50,0,0,0,44,5,0,0,1,0,0,0,0,0
충청북도 충주의료원,34,0,0,0,32,2,0,0,0,0,0,0,0,0
포항성모병원,107,0,3,7,94,2,0,0,1,0,0,0,0,0
하남성심병원,26,0,0,0,25,1,0,0,0,0,0,0,0,0
학교법인 가톨릭학원 가톨릭대학교 대전성모병원,198,0,22,48,125,1,0,0,2,0,0,0,0,0
학교법인 을지학원 대전을지대학교병원,245,1,21,74,146,1,0,0,2,0,0,0,0,0
학교법인 을지학원 의정부을지대학교병원,130,0,0,0,126,0,0,0,4,0,0,0,0,0
학교법인 춘해병원,21,0,0,0,21,0,0,0,0,0,0,0,0,0
학교법인)동의병원,89,4,5,12,66,2,0,0,0,0,0,0,0,0
한국보훈복지의료공단 대구보훈병원,52,0,0,1,45,1,0,0,5,0,0,0,0,0
한국보훈복지의료공단 부산보훈병원,81,3,6,5,59,1,0,0,6,1,0,0,0,0
한국보훈복지의료공단 중앙보훈병원,312,1,28,72,147,0,9,30,24,0,0,0,1,0
한국원자력의학원원자력병원,166,2,38,12,112,0,0,0,2,0,0,0,0,0
한림대학교 강남성심병원,262,0,23,79,155,0,0,0,5,0,0,0,0,0
한림대학교 한강성심병원,20,0,0,0,20,0,0,0,0,0,0,0,0,0
한림대학교동탄성심병원,290,0,28,67,191,0,0,0,4,0,0,0,0,0
한림대학교부속 춘천성심병원,156,0,12,39,104,0,0,0,1,0,0,0,0,0
한림병원,83,0,3,0,79,0,0,0,1,0,0,0,0,0
한마음병원,31,0,0,0,30,1,0,0,0,0,0,0,0,0
한양대학교구리병원,224,0,15,65,142,0,0,0,2,0,0,0,0,0
한일병원,40,0,0,0,38,1,0,0,0,1,0,0,0,0
해남우리종합병원,31,1,0,0,29,1,0,0,0,0,0,0,0,0
해피뷰병원,19,0,0,0,19,0,0,0,0,0,0,0,0,0
현대병원,73,1,0,0,71,0,0,0,1,0,0,0,0,0
현대유비스병원,47,1,0,0,43,2,0,0,1,0,0,0,0,0
혜민병원,35,0,0,0,35,0,0,0,0,0,0,0,0,0
홍익병원,58,0,4,5,46,1,0,0,2,0,0,0,0,0
홍천아산병원,11,2,0,0,9,0,0,0,0,0,0,0,0,0
효산의료재단 안양샘병원,96,1,5,6,79,3,0,0,1,1,0,0,0,0
효산의료재단 지샘병원,84,4,4,2,72,2,0,0,0,0,0,0,0,0
희명병원,24,1,0,0,23,0,0,0,0,0,0,0,0,0
(신)제일병원,3,0,0,0,3,0,0,0,0,0,0,0,0,0
(의) 내경의료재단 울산제일병원,9,1,0,0,8,0,0,0,0,0,0,0,0,0
(의)가산의료재단 광동병원,12,0,0,0,2,0,0,0,0,3,3,0,4,0
(의)경빈의료재단 김해센텀병원,4,0,0,0,4,0,0,0,0,0,0,0,0,0
(의)서봉의료재단 보강병원,15,0,0,0,15,0,0,0,0,0,0,0,0,0
(의)서일의료재단기장병원,13,0,0,0,13,0,0,0,0,0,0,0,0,0
(의)성덕의료재단 간절곶자연병원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
(의)수지의료재단 용인수지병원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
(의)유일재단 하나애병원,5,0,0,0,4,0,0,0,0,1,0,0,0,0
(의)인석의료재단 보람병원,26,0,0,0,26,0,0,0,0,0,0,0,0,0
(의)효심의료재단 용인서울병원,14,2,0,0,12,0,0,0,0,0,0,0,0,0
(재)예수의꽃동네유지재단 인곡자애병원,5,0,0,0,4,1,0,0,0,0,0,0,0,0
(재)한·호기독교선교회 맥켄지일신기독병원,10,0,0,0,10,0,0,0,0,0,0,0,0,0
(재)한호기독선교회 정관일신기독병원,20,0,0,0,20,0,0,0,0,0,0,0,0,0
21세기병원,5,0,0,0,5,0,0,0,0,0,0,0,0,0
365병원,10,0,0,0,10,0,0,0,0,0,0,0,0,0
365엠씨(mc)병원,13,1,0,0,12,0,0,0,0,0,0,0,0,0
365엠씨병원,9,3,0,0,6,0,0,0,0,0,0,0,0,0
365하하병원,10,0,0,0,7,0,0,0,0,3,0,0,0,0
9988병원,7,0,0,0,7,0,0,0,0,0,0,0,0,0
9988병원,8,0,0,0,8,0,0,0,0,0,0,0,0,0
JS노송병원,4,0,0,0,4,0,0,0,0,0,0,0,0,0
MS재건병원,14,0,0,0,14,0,0,0,0,0,0,0,0,0
SG삼성조은병원,11,0,0,0,11,0,0,0,0,0,0,0,0,0
W(더블유)여성병원,16,0,0,0,16,0,0,0,0,0,0,0,0,0
WE병원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
W여성병원,7,0,0,0,7,0,0,0,0,0,0,0,0,0
the큰병원,7,0,0,0,7,0,0,0,0,0,0,0,0,0
가자연세병원,9,0,0,0,9,0,0,0,0,0,0,0,0,0
가자연세병원,4,0,0,0,4,0,0,0,0,0,0,0,0,0
가제트병원,3,0,0,0,3,0,0,0,0,0,0,0,0,0
가천대부속 동인천길병원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
가톨릭병원,7,0,0,0,7,0,0,0,0,0,0,0,0,0
감청수병원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
강남고려병원,9,0,0,0,9,0,0,0,0,0,0,0,0,0
강남더드림병원,6,0,0,0,6,0,0,0,0,0,0,0,0,0
강남병원,7,0,0,0,7,0,0,0,0,0,0,0,0,0
강남병원,7,0,0,0,7,0,0,0,0,0,0,0,0,0
강남수병원,3,0,0,0,3,0,0,0,0,0,0,0,0,0
강남여성병원,9,0,0,0,9,0,0,0,0,0,0,0,0,0
강남와이케이병원,5,0,0,0,5,0,0,0,0,0,0,0,0,0
강남유나이티드병원,4,0,0,0,4,0,0,0,0,0,0,0,0,0
강남을지대학교병원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
강남제이에스병원,5,0,0,0,5,0,0,0,0,0,0,0,0,0
강남지인병원,11,0,0,0,11,0,0,0,0,0,0,0,0,0
강남초이스병원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
강남초이스정형외과병원,6,0,0,0,5,0,0,0,0,1,0,0,0,0
강남힐병원,5,0,0,0,5,0,0,0,0,0,0,0,0,0
강남힘찬병원,6,0,0,0,6,0,0,0,0,0,0,0,0,0
강동미즈여성병원,15,0,0,0,15,0,0,0,0,0,0,0,0,0
강동병원,7,0,0,0,7,0,0,0,0,0,0,0,0,0
강동연세병원,4,0,0,0,4,0,0,0,0,0,0,0,0,0
강병원,7,0,0,0,7,0,0,0,0,0,0,0,0,0
강병원,10,0,0,0,10,0,0,0,0,0,0,0,0,0
강북21세기병원,8,0,0,0,8,0,0,0,0,0,0,0,0,0
강북연세병원,11,0,0,0,11,0,0,0,0,0,0,0,0,0
강북우리들병원,5,0,0,0,5,0,0,0,0,0,0,0,0,0
강북으뜸병원,7,0,0,0,7,0,0,0,0,0,0,0,0,0
강서바른세상병원,3,0,0,0,3,0,0,0,0,0,0,0,0,0
강서송도병원,10,0,0,0,10,0,0,0,0,0,0,0,0,0
강서힘찬병원,8,0,0,0,8,0,0,0,0,0,0,0,0,0
강원특별자치도재활병원,5,0,0,0,5,0,0,0,0,0,0,0,0,0
개나리소아청소년과병원,3,0,0,0,3,0,0,0,0,0,0,0,0,0
거인병원,8,0,0,0,8,0,0,0,0,0,0,0,0,0
거제아동병원,5,0,0,0,5,0,0,0,0,0,0,0,0,0
거제중앙병원,3,0,0,0,3,0,0,0,0,0,0,0,0,0
거창적십자병원,16,1,0,0,15,0,0,0,0,0,0,0,0,0
건강만세365병원,10,0,0,0,10,0,0,0,0,0,0,0,0,0
건강한윌병원,7,0,0,0,6,0,0,0,0,1,0,0,0,0
건양의료재단 김안과병원,63,0,0,12,51,0,0,0,0,0,0,0,0,0
건주병원,7,0,0,0,7,0,0,0,0,0,0,0,0,0
검단위키즈 병원,5,0,0,0,5,0,0,0,0,0,0,0,0,0
검단조은아이365병원,5,0,0,0,5,0,0,0,0,0,0,0,0,0
경대자연병원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
경북권역재활병원,6,0,0,0,6,0,0,0,0,0,0,0,0,0
경북재활병원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
경인권역재활병원,3,0,0,0,3,0,0,0,0,0,0,0,0,0
경주굿모닝병원,5,0,0,0,5,0,0,0,0,0,0,0,0,0
경주센텀병원,6,0,0,0,6,0,0,0,0,0,0,0,0,0
경희병원,6,0,0,0,6,0,0,0,0,0,0,0,0,0
계림병원,2,0,0,0,1,0,0,0,0,1,0,0,0,0
계명대학교 경주동산병원,14,0,0,0,14,0,0,0,0,0,0,0,0,0
고도일병원,11,0,0,0,11,0,0,0,0,0,0,0,0,0
고든병원,5,0,0,0,5,0,0,0,0,0,0,0,0,0
고려병원,2,1,0,0,1,0,0,0,0,0,0,0,0,0
고양휴메디병원,5,0,0,0,4,0,0,0,0,1,0,0,0,0
고운손병원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
고운여성병원,6,0,0,0,6,0,0,0,0,0,0,0,0,0
고은빛여성병원,14,0,0,0,14,0,0,0,0,0,0,0,0,0
고은여성병원,9,0,0,0,9,0,0,0,0,0,0,0,0,0
고흥윤호21병원,4,0,0,0,4,0,0,0,0,0,0,0,0,0
공군교육사 기지병원,24,0,0,0,21,0,0,0,2,0,0,0,1,0
공군항공우주의료원,36,0,0,0,33,0,0,0,3,0,0,0,0,0
공안과병원,11,0,0,0,11,0,0,0,0,0,0,0,0,0
곽여성병원,11,0,0,0,11,0,0,0,0,0,0,0,0,0
광개토병원,5,0,0,0,5,0,0,0,0,0,0,0,0,0
광명21세기병원,5,0,0,0,5,0,0,0,0,0,0,0,0,0
광명기대찬병원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
광명새움병원,10,0,0,0,10,0,0,0,0,0,0,0,0,0
광산수완미래아동병원,9,0,0,0,9,0,0,0,0,0,0,0,0,0
광산하나아동병원,4,0,0,0,4,0,0,0,0,0,0,0,0,0
광안자모병원,13,0,0,0,13,0,0,0,0,0,0,0,0,0
광주21세기병원,7,0,0,0,7,0,0,0,0,0,0,0,0,0
광주365재활병원,5,0,0,0,5,0,0,0,0,0,0,0,0,0
광주OK병원,4,0,0,0,4,0,0,0,0,0,0,0,0,0
광주굿모닝병원,10,0,0,0,10,0,0,0,0,0,0,0,0,0
광주동림병원,9,0,0,0,9,0,0,0,0,0,0,0,0,0
광주동천병원,2,0,0,0,1,0,0,0,0,1,0,0,0,0
광주바로병원,10,0,0,0,10,0,0,0,0,0,0,0,0,0
광주백병원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
광주본튼튼병원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
광주새우리병원,16,0,0,0,16,0,0,0,0,0,0,0,0,0
광주아주병원,9,0,0,0,8,0,0,0,0,0,0,0,1,0
광주열린병원,9,0,0,0,9,0,0,0,0,0,0,0,0,0
광주중앙아동병원,3,0,0,0,3,0,0,0,0,0,0,0,0,0
광주참병원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
광주혜원병원,0,0,0,0,0,0,0,0,0,0,0,0,0,0
광주힐병원,2,0,0,0,1,0,0,0,0,1,0,0,0,0
광탄현대병원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
광혜병원,13,0,0,0,13,0,0,0,0,0,0,0,0,0
괴정어린이병원,3,0,0,0,3,0,0,0,0,0,0,0,0,0
구례병원,7,0,0,0,7,0,0,0,0,0,0,0,0,0
구미현대병원,5,0,0,0,5,0,0,0,0,0,0,0,0,0
구트병원,9,0,0,0,9,0,0,0,0,0,0,0,0,0
국군강릉병원,29,0,0,0,25,0,0,0,4,0,0,0,0,0
국군고양병원,36,0,0,0,31,0,0,0,5,0,0,0,0,0
국군구리병원,24,0,0,0,20,0,0,0,3,0,0,0,1,0
국군대구병원,19,0,0,0,16,0,0,0,3,0,0,0,0,0
국군대전병원,56,0,0,0,56,0,0,0,0,0,0,0,0,0
국군양주병원,66,0,0,0,54,0,0,0,12,0,0,0,0,0
국군춘천병원,36,0,0,0,31,0,0,0,5,0,0,0,0,0
국군포천병원,34,0,0,0,29,0,0,0,5,0,0,0,0,0
국군함평병원,14,0,0,0,14,0,0,0,0,0,0,0,0,0
국군홍천병원,36,0,0,0,31,0,0,0,5,0,0,0,0,0
국립교통재활병원,14,0,0,2,12,0,0,0,0,0,0,0,0,0
국립마산병원,9,0,0,0,9,0,0,0,0,0,0,0,0,0
국립목포병원,7,0,0,0,7,0,0,0,0,0,0,0,0,0
국립소록도병원,5,0,0,0,4,1,0,0,0,0,0,0,0,0
국립재활원,29,0,0,12,12,1,0,0,1,0,0,0,3,0
국민병원,4,0,0,0,4,0,0,0,0,0,0,0,0,0
국제나은병원,15,0,0,0,15,0,0,0,0,0,0,0,0,0
국제바로병원,17,0,0,0,17,0,0,0,0,0,0,0,0,0
군포성모병원,3,0,0,0,3,0,0,0,0,0,0,0,0,0
굳센병원,7,0,0,0,7,0,0,0,0,0,0,0,0,0
굿모닝내과병원,6,0,0,0,6,0,0,0,0,0,0,0,0,0
굿모닝대홍병원,3,0,0,0,3,0,0,0,0,0,0,0,0,0
굿모닝병원,19,1,0,0,18,0,0,0,0,0,0,0,0,0
굿병원,6,0,0,0,6,0,0,0,0,0,0,0,0,0
굿힐링병원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
그레이스병원,29,0,0,0,26,0,0,0,0,0,0,0,0,3
그린재활의학과병원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
근로복지공단 대구병원,11,0,0,0,11,0,0,0,0,0,0,0,0,0
근로복지공단 정선병원,7,1,0,0,6,0,0,0,0,0,0,0,0,0
글로리병원,10,0,0,0,9,0,0,0,0,1,0,0,0,0
글로벌365mc병원,6,2,0,0,4,0,0,0,0,0,0,0,0,0
글로벌삼육오엠씨병원,7,2,0,0,5,0,0,0,0,0,0,0,0,0
글로벌튼튼병원,16,0,0,0,16,0,0,0,0,0,0,0,0,0
금강아산병원(재단법인 아산사회복지재단),11,0,0,0,11,0,0,0,0,0,0,0,0,0
금병원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
금정어린이병원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
기대플러스병원,7,0,0,0,7,0,0,0,0,0,0,0,0,0
기둥병원,8,0,0,0,8,0,0,0,0,0,0,0,0,0
기쁨병원,28,0,0,0,28,0,0,0,0,0,0,0,0,0
김&정해운대병원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
김상수병원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
김앤권병원,4,0,0,0,4,0,0,0,0,0,0,0,0,0
김정수여러분병원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
김제병원,5,0,0,0,5,0,0,0,0,0,0,0,0,0
김제우석병원,9,1,0,0,8,0,0,0,0,0,0,0,0,0
김찬병원,7,0,0,0,7,0,0,0,0,0,0,0,0,0
김취열기념의료재단 프라임병원,3,0,0,0,3,0,0,0,0,0,0,0,0,0
김포다조은병원,5,0,0,0,5,0,0,0,0,0,0,0,0,0
김포아이제일병원,7,0,0,0,7,0,0,0,0,0,0,0,0,0
김포에이치(H)병원,4,0,0,0,3,0,0,0,0,1,0,0,0,0
김해굿모닝병원,8,0,0,0,7,0,0,0,0,0,0,0,1,0
김해바른병원,6,0,0,0,6,0,0,0,0,0,0,0,0,0
김해사랑병원,5,0,0,0,5,0,0,0,0,0,0,0,0,0
김해아동병원,4,0,0,0,4,0,0,0,0,0,0,0,0,0
꿈나무아동병원,4,0,0,0,4,0,0,0,0,0,0,0,0,0
꿈크는아이병원,4,0,0,0,4,0,0,0,0,0,0,0,0,0
나노병원,5,0,0,0,5,0,0,0,0,0,0,0,0,0
나누리병원,20,0,0,0,20,0,0,0,0,0,0,0,0,0
나누리병원,10,0,0,0,10,0,0,0,0,0,0,0,0,0
나누리수원병원,17,0,0,0,17,0,0,0,0,0,0,0,0,0
나래병원,4,0,0,0,4,0,0,0,0,0,0,0,0,0
나르샤병원,6,0,0,0,6,0,0,0,0,0,0,0,0,0
나리여성병원,14,0,0,0,14,0,0,0,0,0,0,0,0,0
나무정원여성병원,11,0,0,0,10,0,0,0,0,0,0,0,0,1
나움병원,3,0,0,0,3,0,0,0,0,0,0,0,0,0
나은병원,6,0,0,0,6,0,0,0,0,0,0,0,0,0
나은필병원,12,1,0,0,11,0,0,0,0,0,0,0,0,0
나이스병원,6,0,0,0,6,0,0,0,0,0,0,0,0,0
날개병원,4,0,0,0,4,0,0,0,0,0,0,0,0,0
남기세병원,6,0,0,0,6,0,0,0,0,0,0,0,0,0
남산병원,8,0,0,0,8,0,0,0,0,0,0,0,0,0
남악아동병원,5,0,0,0,5,0,0,0,0,0,0,0,0,0
남양주21세기병원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
남양주백병원,17,0,0,0,17,0,0,0,0,0,0,0,0,0
남원병원,3,0,0,0,3,0,0,0,0,0,0,0,0,0
남천병원,10,0,0,0,9,1,0,0,0,0,0,0,0,0
노체리안드리자애병원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
누네안과병원,27,0,0,3,24,0,0,0,0,0,0,0,0,0
누네안과병원,6,0,0,0,6,0,0,0,0,0,0,0,0,0
누네안과병원,21,0,0,0,21,0,0,0,0,0,0,0,0,0
누리엘병원,4,0,0,0,4,0,0,0,0,0,0,0,0,0
뉴라이프병원,5,1,0,0,4,0,0,0,0,0,0,0,0,0
뉴스타트병원,6,0,0,0,6,0,0,0,0,0,0,0,0,0
뉴엔젤병원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
늘시원한위대항병원,0,0,0,0,0,0,0,0,0,0,0,0,0,0
늘찬병원,8,0,0,0,8,0,0,0,0,0,0,0,0,0
다나병원,3,0,0,0,3,0,0,0,0,0,0,0,0,0
다나여성병원,8,0,0,0,8,0,0,0,0,0,0,0,0,0
다병원,4,0,0,0,4,0,0,0,0,0,0,0,0,0
다빈치병원,11,0,0,0,10,0,0,0,0,1,0,0,0,0
다사랑병원,1,1,0,0,0,0,0,0,0,0,0,0,0,0
다산의료소비자생활협동조합정석소아청소년과병원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
다인병원,10,0,0,0,9,1,0,0,0,0,0,0,0,0
다인이비인후과병원,10,0,0,0,10,0,0,0,0,0,0,0,0,0
다일천사병원,0,0,0,0,0,0,0,0,0,0,0,0,0,0
단골병원,6,0,0,0,6,0,0,0,0,0,0,0,0,0
단디병원,8,0,0,0,8,0,0,0,0,0,0,0,0,0
달려라병원,14,0,0,0,14,0,0,0,0,0,0,0,0,0
달리자병원,6,0,0,0,6,0,0,0,0,0,0,0,0,0
달서미즈맘병원,6,1,0,0,5,0,0,0,0,0,0,0,0,0
담소유병원,8,0,0,0,8,0,0,0,0,0,0,0,0,0
담양사랑병원,8,0,0,0,8,0,0,0,0,0,0,0,0,0
당진성모병원,5,0,0,0,5,0,0,0,0,0,0,0,0,0
대구다온병원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
대구병원,3,0,0,0,3,0,0,0,0,0,0,0,0,0
대구보건대학교병원,11,0,0,0,9,1,0,0,1,0,0,0,0,0
대구삼선병원,6,1,0,0,5,0,0,0,0,0,0,0,0,0
대구서울병원,5,0,0,0,5,0,0,0,0,0,0,0,0,0
대구시티병원,9,0,0,0,9,0,0,0,0,0,0,0,0,0
대명의료재단서대구병원,9,0,0,0,9,0,0,0,0,0,0,0,0,0
대우아동병원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
대전본병원,7,0,0,0,7,0,0,0,0,0,0,0,0,0
대전세종충남·넥슨후원 공공어린이재활병원,3,0,0,0,2,0,0,0,1,0,0,0,0,0
대전센텀병원,14,0,0,0,14,0,0,0,0,0,0,0,0,0
대전우리병원,21,0,0,0,21,0,0,0,0,0,0,0,0,0
대전웰니스병원,13,1,0,0,12,0,0,0,0,0,0,0,0,0
대전코젤병원,7,0,0,0,7,0,0,0,0,0,0,0,0,0
대전화병원,7,0,0,0,7,0,0,0,0,0,0,0,0,0
대중병원,14,0,0,0,14,0,0,0,0,0,0,0,0,0
대찬병원,13,0,0,0,13,0,0,0,0,0,0,0,0,0
대한민국정형외과병원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
대항병원,31,0,0,0,31,0,0,0,0,0,0,0,0,0
더 바른병원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
더 조은병원,6,0,0,0,6,0,0,0,0,0,0,0,0,0
더(THE)건강한병원,1,1,0,0,0,0,0,0,0,0,0,0,0,0
더(the)큰병원,6,0,0,0,6,0,0,0,0,0,0,0,0,0
더나은병원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
더나은병원,8,0,0,0,8,0,0,0,0,0,0,0,0,0
더만족병원,7,0,0,0,7,0,0,0,0,0,0,0,0,0
더본병원,4,0,0,0,4,0,0,0,0,0,0,0,0,0
더블유여성병원,10,0,0,0,10,0,0,0,0,0,0,0,0,0
더블유여성병원,18,0,0,0,18,0,0,0,0,0,0,0,0,0
더서울병원,6,0,0,0,6,0,0,0,0,0,0,0,0,0
더서울병원,5,0,0,0,5,0,0,0,0,0,0,0,0,0
더세움병원,2,0,0,0,1,0,0,0,0,1,0,0,0,0
더셀채원병원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
더열린병원,8,0,0,0,8,0,0,0,0,0,0,0,0,0
더웰병원,13,0,0,0,13,0,0,0,0,0,0,0,0,0
더이로운병원,3,0,0,0,3,0,0,0,0,0,0,0,0,0
더탄탄병원,7,0,0,0,7,0,0,0,0,0,0,0,0,0
더퍼스트병원,5,0,0,0,5,0,0,0,0,0,0,0,0,0
더프라임병원,9,0,0,0,9,0,0,0,0,0,0,0,0,0
더플러스병원,5,0,0,0,5,0,0,0,0,0,0,0,0,0
덕수의료재단 서울브레인병원,4,1,0,0,3,0,0,0,0,0,0,0,0,0
동두천중앙성모병원,19,0,0,0,19,0,0,0,0,0,0,0,0,0
동래성모병원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
동래아동병원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
동래우리들병원,5,0,0,0,5,0,0,0,0,0,0,0,0,0
동마산병원,9,0,0,0,9,0,0,0,0,0,0,0,0,0
동명병원,7,0,0,0,7,0,0,0,0,0,0,0,0,0
동백성루카병원,3,0,0,0,3,0,0,0,0,0,0,0,0,0
동산병원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
동아대학교대신병원,5,0,0,0,5,0,0,0,0,0,0,0,0,0
동안산병원,8,1,0,0,7,0,0,0,0,0,0,0,0,0
동인외과병원,3,0,0,0,3,0,0,0,0,0,0,0,0,0
동탄성모병원,7,0,0,0,7,0,0,0,0,0,0,0,0,0
동탄시티병원,13,0,0,0,13,0,0,0,0,0,0,0,0,0
두발로병원,8,0,0,0,8,0,0,0,0,0,0,0,0,0
두손병원,7,0,0,0,7,0,0,0,0,0,0,0,0,0
두정이진병원,7,0,0,0,7,0,0,0,0,0,0,0,0,0
드림솔병원,6,0,0,0,6,0,0,0,0,0,0,0,0,0
든든한병원,8,0,0,0,8,0,0,0,0,0,0,0,0,0
든든한병원,10,0,0,0,10,0,0,0,0,0,0,0,0,0
디딤병원,4,0,0,0,4,0,0,0,0,0,0,0,0,0
디앤에프병원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
라온휴병원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
라파엘병원,6,0,0,0,6,0,0,0,0,0,0,0,0,0
러스크서울병원,5,0,0,0,4,0,0,0,0,1,0,0,0,0
로이병원,6,0,0,0,5,0,0,0,0,1,0,0,0,0
로즈마리병원,13,0,0,0,13,0,0,0,0,0,0,0,0,0
로체스터재활병원,6,0,0,0,4,0,0,0,0,2,0,0,0,0
로하스일산병원,5,0,0,0,4,0,0,0,0,1,0,0,0,0
리더스병원,4,0,0,0,4,0,0,0,0,0,0,0,0,0
리더스아산병원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
리더스재활의학병원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
리드힐병원,6,0,0,0,6,0,0,0,0,0,0,0,0,0
리베르여성병원,5,0,0,0,5,0,0,0,0,0,0,0,0,0
리스본병원,4,0,0,0,4,0,0,0,0,0,0,0,0,0
리워크병원,3,0,0,0,1,0,0,0,0,2,0,0,0,0
리하트병원,3,0,0,0,3,0,0,0,0,0,0,0,0,0
린병원,10,1,0,0,9,0,0,0,0,0,0,0,0,0
린여성병원,15,0,0,0,14,1,0,0,0,0,0,0,0,0
마디사랑병원,4,0,0,0,4,0,0,0,0,0,0,0,0,0
마디세상병원,9,1,0,0,8,0,0,0,0,0,0,0,0,0
마디손병원,5,0,0,0,5,0,0,0,0,0,0,0,0,0
마디정형외과병원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
마디척병원,4,0,0,0,4,0,0,0,0,0,0,0,0,0
마디탄탄병원,3,0,0,0,3,0,0,0,0,0,0,0,0,0
마라톤정형외과병원,7,0,0,0,7,0,0,0,0,0,0,0,0,0
마리안나병원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
마스터플러스병원,12,2,0,0,9,0,0,0,0,1,0,0,0,0
맑은샘센텀병원,4,0,0,0,4,0,0,0,0,0,0,0,0,0
맑은수병원,5,0,0,0,5,0,0,0,0,0,0,0,0,0
맘스여성병원,12,0,0,0,12,0,0,0,0,0,0,0,0,0
맘존여성병원,5,0,0,0,5,0,0,0,0,0,0,0,0,0
매듭병원,8,0,0,0,8,0,0,0,0,0,0,0,0,0
메가병원,13,1,0,0,12,0,0,0,0,0,0,0,0,0
메드렉스병원,10,1,0,0,9,0,0,0,0,0,0,0,0,0
메드윌병원,5,0,0,0,5,0,0,0,0,0,0,0,0,0
메디아이여성병원,10,0,0,0,10,0,0,0,0,0,0,0,0,0
메디힐병원,13,1,0,0,12,0,0,0,0,0,0,0,0,0
메트로병원,17,0,0,0,17,0,0,0,0,0,0,0,0,0
메트로적추병원,6,0,0,0,6,0,0,0,0,0,0,0,0,0
명지아동병원,3,0,0,0,3,0,0,0,0,0,0,0,0,0
모두가행복한연세병원,2,0,0,0,1,0,0,0,0,0,0,0,1,0
모두병원,7,0,0,0,7,0,0,0,0,0,0,0,0,0
모란여성병원,7,0,0,0,7,0,0,0,0,0,0,0,0,0
모아산부인과병원,8,0,0,0,8,0,0,0,0,0,0,0,0,0
목동제일여성병원,4,0,0,0,4,0,0,0,0,0,0,0,0,0
목포미래병원,5,0,0,0,5,0,0,0,0,0,0,0,0,0
목포미즈아이병원,12,0,0,0,12,0,0,0,0,0,0,0,0,0
목포신세계병원,5,0,0,0,5,0,0,0,0,0,0,0,0,0
목포아동병원,5,0,0,0,5,0,0,0,0,0,0,0,0,0
목포예향병원,3,0,0,0,3,0,0,0,0,0,0,0,0,0
목포장문외과병원,3,0,0,0,3,0,0,0,0,0,0,0,0,0
목포한사랑병원,12,0,0,0,12,0,0,0,0,0,0,0,0,0
